label	longid	s	uri	strunz
Riversideite	1:1:3427:8	gcmin:riversideite	<https://www.mindat.org/1:1:3427:8>	09.DG.10
Robertsite	1:1:3431:5	gcmin:robertsite	<https://www.mindat.org/1:1:3431:5>	08.DH.30
Robinsonite	1:1:3432:2	gcmin:robinsonite	<https://www.mindat.org/1:1:3432:2>	02.HC.20
Rockbridgeite	1:1:3433:9	gcmin:rockbridgeite	<https://www.mindat.org/1:1:3433:9>	08.BC.10
Rodalquilarite	1:1:3435:3	gcmin:rodalquilarite	<https://www.mindat.org/1:1:3435:3>	04.JL.05
Rodolicoite	1:1:7271:3	gcmin:rodolicoite	<https://www.mindat.org/1:1:7271:3>	08.AB
Roeblingite	1:1:3436:0	gcmin:roeblingite	<https://www.mindat.org/1:1:3436:0>	09.CB.05
Roedderite	1:1:3437:7	gcmin:roedderite	<https://www.mindat.org/1:1:3437:7>	09.CM.05
Rogermitchellite	1:1:27514:1	gcmin:rogermitchellite	<https://www.mindat.org/1:1:27514:1>	09.CA.35
Roggianite	1:1:3438:4	gcmin:roggianite	<https://www.mindat.org/1:1:3438:4>	09.GB.20
Rohaite	1:1:3439:1	gcmin:rohaite	<https://www.mindat.org/1:1:3439:1>	02.BD.35
Rokühnite	1:1:3440:7	gcmin:rokuhnite	<https://www.mindat.org/1:1:3440:7>	03.BB.10
Rollandite	1:1:7037:5	gcmin:rollandite	<https://www.mindat.org/1:1:7037:5>	08.CD.30
Romanèchite	1:1:3441:4	gcmin:romanechite	<https://www.mindat.org/1:1:3441:4>	04.DK.10
Romarchite	1:1:3442:1	gcmin:romarchite	<https://www.mindat.org/1:1:3442:1>	04.AC.20
Römerite	1:1:3428:5	gcmin:romerite	<https://www.mindat.org/1:1:3428:5>	07.CB.75
Rondorfite	1:1:25682:7	gcmin:rondorfite	<https://www.mindat.org/1:1:25682:7>	09.AB.20
Rongibbsite	1:1:41131:8	gcmin:rongibbsite	<https://www.mindat.org/1:1:41131:8>	09.GF.65
Ronneburgite	1:1:11000:2	gcmin:ronneburgite	<https://www.mindat.org/1:1:11000:2>	08.AC.75
Röntgenite-(Ce)	1:1:3429:2	gcmin:rontgenite-ce	<https://www.mindat.org/1:1:3429:2>	05.BD.20d
Rooseveltite	1:1:3444:5	gcmin:rooseveltite	<https://www.mindat.org/1:1:3444:5>	08.AD.50
Roquesite	1:1:3445:2	gcmin:roquesite	<https://www.mindat.org/1:1:3445:2>	02.CB.10a
Rorisite	1:1:3446:9	gcmin:rorisite	<https://www.mindat.org/1:1:3446:9>	03.DC.25
Rosasite	1:1:3447:6	gcmin:rosasite	<https://www.mindat.org/1:1:3447:6>	05.BA.10
Roscherite	1:1:3448:3	gcmin:roscherite	<https://www.mindat.org/1:1:3448:3>	08.DA.10
Roscoelite	1:1:3449:0	gcmin:roscoelite	<https://www.mindat.org/1:1:3449:0>	09.EC.15
Roselite	1:1:3450:6	gcmin:roselite	<https://www.mindat.org/1:1:3450:6>	08.CG.10
Roselite-ß	1:1:3451:3	gcmin:roselite-beta	<https://www.mindat.org/1:1:3451:3>	08.CG.05
Rosemaryite	1:1:3452:0	gcmin:rosemaryite	<https://www.mindat.org/1:1:3452:0>	08.AC.15
Rosenbergite	1:1:3453:7	gcmin:rosenbergite	<https://www.mindat.org/1:1:3453:7>	03.CD.05
Rosenbuschite	1:1:3454:4	gcmin:rosenbuschite	<https://www.mindat.org/1:1:3454:4>	09.BE.22
Rosenhahnite	1:1:3455:1	gcmin:rosenhahnite	<https://www.mindat.org/1:1:3455:1>	09.BJ.10
Roshchinite	1:1:3457:5	gcmin:roshchinite	<https://www.mindat.org/1:1:3457:5>	02.JB.40a
Rosiaite	1:1:7274:4	gcmin:rosiaite	<https://www.mindat.org/1:1:7274:4>	04.DH.25
Rosickýite	1:1:3458:2	gcmin:rosickyite	<https://www.mindat.org/1:1:3458:2>	01.CC.05
Rosièresite	1:1:3459:9	gcmin:rosieresite	<https://www.mindat.org/1:1:3459:9>	08.DF.10
Rossiantonite	1:1:43579:8	gcmin:rossiantonite	<https://www.mindat.org/1:1:43579:8>	08.DB.50
Rossite	1:1:3460:5	gcmin:rossite	<https://www.mindat.org/1:1:3460:5>	04.HD.05
Rösslerite	1:1:3470:4	gcmin:rosslerite	<https://www.mindat.org/1:1:3470:4>	08.CE.20
Rossmanite	1:1:7275:1	gcmin:rossmanite	<https://www.mindat.org/1:1:7275:1>	09.CK.05
Rossovskyite	1:1:46437:4	gcmin:rossovskyite	<https://www.mindat.org/1:1:46437:4>	04.DB.30
Rostite	1:1:3461:2	gcmin:rostite	<https://www.mindat.org/1:1:3461:2>	07.DB.10
Rouaite	1:1:10588:8	gcmin:rouaite	<https://www.mindat.org/1:1:10588:8>	05.NB.05
Roubaultite	1:1:3462:9	gcmin:roubaultite	<https://www.mindat.org/1:1:3462:9>	05.EA.25
Roumaite	1:1:38702:0	gcmin:roumaite	<https://www.mindat.org/1:1:38702:0>	09.BE.20
Rouseite	1:1:3463:6	gcmin:rouseite	<https://www.mindat.org/1:1:3463:6>	04.JC.15
Routhierite	1:1:3464:3	gcmin:routhierite	<https://www.mindat.org/1:1:3464:3>	02.GA.40
Rouvilleite	1:1:3465:0	gcmin:rouvilleite	<https://www.mindat.org/1:1:3465:0>	05.BC.10
Rouxelite	1:1:26393:3	gcmin:rouxelite	<https://www.mindat.org/1:1:26393:3>	02.JB.25j
Roweite	1:1:3466:7	gcmin:roweite	<https://www.mindat.org/1:1:3466:7>	06.DA.25
Rowlandite-(Y)	1:1:3467:4	gcmin:rowlandite-y	<https://www.mindat.org/1:1:3467:4>	09.HG.20
Rowleyite	1:1:50335:4	gcmin:rowleyite	<https://www.mindat.org/1:1:50335:4>	08.DH
Roxbyite	1:1:3468:1	gcmin:roxbyite	<https://www.mindat.org/1:1:3468:1>	02.BA.05
Rozenite	1:1:3469:8	gcmin:rozenite	<https://www.mindat.org/1:1:3469:8>	07.CB.15
Rozhdestvenskayaite-(Zn)	1:1:51471:2	gcmin:rozhdestvenskayaite-zn	<https://www.mindat.org/1:1:51471:2>	02.GB.05
Rruffite	1:1:39845:1	gcmin:rruffite	<https://www.mindat.org/1:1:39845:1>	08.CG.10
Ruarsite	1:1:3471:1	gcmin:ruarsite	<https://www.mindat.org/1:1:3471:1>	02.EB.20
Rubicline	1:1:7276:8	gcmin:rubicline	<https://www.mindat.org/1:1:7276:8>	09.FA.30
Rubinite	1:1:51587:2	gcmin:rubinite	<https://www.mindat.org/1:1:51587:2>	09.AD.25
Rucklidgeite	1:1:3474:2	gcmin:rucklidgeite	<https://www.mindat.org/1:1:3474:2>	02.GC.40c
Rudenkoite	1:1:26665:7	gcmin:rudenkoite	<https://www.mindat.org/1:1:26665:7>	09.HA.50
Rüdlingerite	1:1:52164:2	gcmin:rudlingerite	<https://www.mindat.org/1:1:52164:2>	08.FC.05
Ruifrancoite	1:1:29066:3	gcmin:ruifrancoite	<https://www.mindat.org/1:1:29066:3>	08.DA.10
Ruitenbergite	1:1:3475:9	gcmin:ruitenbergite	<https://www.mindat.org/1:1:3475:9>	06.GD.05
Ruizite	1:1:3476:6	gcmin:ruizite	<https://www.mindat.org/1:1:3476:6>	09.BJ.35
Rumoiite	1:1:53563:6	gcmin:rumoiite	<https://www.mindat.org/1:1:53563:6>	01.AC.20
Rumseyite	1:1:42723:0	gcmin:rumseyite	<https://www.mindat.org/1:1:42723:0>	03.DC.52
Rusakovite	1:1:3477:3	gcmin:rusakovite	<https://www.mindat.org/1:1:3477:3>	08.DF.15
Rusinovite	1:1:41179:8	gcmin:rusinovite	<https://www.mindat.org/1:1:41179:8>	09.BE.95
Russellite	1:1:3478:0	gcmin:russellite	<https://www.mindat.org/1:1:3478:0>	04.DE.15
Rustenburgite	1:1:3479:7	gcmin:rustenburgite	<https://www.mindat.org/1:1:3479:7>	01.AG.10
Rustumite	1:1:3480:3	gcmin:rustumite	<https://www.mindat.org/1:1:3480:3>	09.BG.30
Ruthenarsenite	1:1:3481:0	gcmin:ruthenarsenite	<https://www.mindat.org/1:1:3481:0>	02.CC.15
Rutheniridosmine	1:1:3482:7	gcmin:rutheniridosmine	<https://www.mindat.org/1:1:3482:7>	01.AF.05
Ruthenium	1:1:3483:4	gcmin:ruthenium	<https://www.mindat.org/1:1:3483:4>	01.AF.05
Rutherfordine	1:1:3484:1	gcmin:rutherfordine	<https://www.mindat.org/1:1:3484:1>	05.EB.05
Rutile	1:1:3486:5	gcmin:rutile	<https://www.mindat.org/1:1:3486:5>	04.DB.05
Rynersonite	1:1:3488:9	gcmin:rynersonite	<https://www.mindat.org/1:1:3488:9>	04.DF.05
Sabatierite	1:1:3492:6	gcmin:sabatierite	<https://www.mindat.org/1:1:3492:6>	02.BD.45
Sabelliite	1:1:3493:3	gcmin:sabelliite	<https://www.mindat.org/1:1:3493:3>	08.BE.65
Sabieite	1:1:3494:0	gcmin:sabieite	<https://www.mindat.org/1:1:3494:0>	07.AC.20
Sabinaite	1:1:3495:7	gcmin:sabinaite	<https://www.mindat.org/1:1:3495:7>	05.BB.20
Sabugalite	1:1:3496:4	gcmin:sabugalite	<https://www.mindat.org/1:1:3496:4>	08.EB.55
Sacrofanite	1:1:3498:8	gcmin:sacrofanite	<https://www.mindat.org/1:1:3498:8>	09.FB.05
Sadanagaite	1:1:3499:5	gcmin:sadanagaite	<https://www.mindat.org/1:1:3499:5>	09.DE.15
Saddlebackite	1:1:7277:5	gcmin:saddlebackite	<https://www.mindat.org/1:1:7277:5>	02.GC.40d
Safflorite	1:1:3500:8	gcmin:safflorite	<https://www.mindat.org/1:1:3500:8>	02.EB.15a
Sahamalite-(Ce)	1:1:3501:5	gcmin:sahamalite-ce	<https://www.mindat.org/1:1:3501:5>	05.AD.05
Sahlinite	1:1:3502:2	gcmin:sahlinite	<https://www.mindat.org/1:1:3502:2>	08.BO.20
Sailaufite	1:1:27258:8	gcmin:sailaufite	<https://www.mindat.org/1:1:27258:8>	08.DH.30
Sainfeldite	1:1:3503:9	gcmin:sainfeldite	<https://www.mindat.org/1:1:3503:9>	08.CJ
Sakhaite	1:1:3504:6	gcmin:sakhaite	<https://www.mindat.org/1:1:3504:6>	06.AB.65
Sakuraiite	1:1:3506:0	gcmin:sakuraiite	<https://www.mindat.org/1:1:3506:0>	02.CB.05b
Salammoniac	1:1:3507:7	gcmin:salammoniac	<https://www.mindat.org/1:1:3507:7>	03.AA.25
Saléeite	1:1:3508:4	gcmin:saleeite	<https://www.mindat.org/1:1:3508:4>	08.EB.05
Salesite	1:1:3509:1	gcmin:salesite	<https://www.mindat.org/1:1:3509:1>	04.KB.05
Saliotite	1:1:3510:7	gcmin:saliotite	<https://www.mindat.org/1:1:3510:7>	09.EC.60
Saltonseaite	1:1:42730:0	gcmin:saltonseaite	<https://www.mindat.org/1:1:42730:0>	03.CJ.05
Salzburgite	1:1:7680:3	gcmin:salzburgite	<https://www.mindat.org/1:1:7680:3>	02.HB.05a
Samaniite	1:1:32666:7	gcmin:samaniite	<https://www.mindat.org/1:1:32666:7>	02.BB
Samarskite-(Y)	1:1:3512:1	gcmin:samarskite-y	<https://www.mindat.org/1:1:3512:1>	04.DB.25
Samfowlerite	1:1:3513:8	gcmin:samfowlerite	<https://www.mindat.org/1:1:3513:8>	09.BF.10
Sampleite	1:1:3515:2	gcmin:sampleite	<https://www.mindat.org/1:1:3515:2>	08.DG.05
Samsonite	1:1:3516:9	gcmin:samsonite	<https://www.mindat.org/1:1:3516:9>	02.GA.15
Samuelsonite	1:1:3517:6	gcmin:samuelsonite	<https://www.mindat.org/1:1:3517:6>	08.BF.10
Sanbornite	1:1:3518:3	gcmin:sanbornite	<https://www.mindat.org/1:1:3518:3>	09.EF.10
Sanderite	1:1:3519:0	gcmin:sanderite	<https://www.mindat.org/1:1:3519:0>	07.CB.07
Saneroite	1:1:3520:6	gcmin:saneroite	<https://www.mindat.org/1:1:3520:6>	09.DK.15
Sanidine	1:1:3521:3	gcmin:sanidine	<https://www.mindat.org/1:1:3521:3>	09.FA.30
Sanjuanite	1:1:3522:0	gcmin:sanjuanite	<https://www.mindat.org/1:1:3522:0>	08.DB.30
Sanmartinite	1:1:3523:7	gcmin:sanmartinite	<https://www.mindat.org/1:1:3523:7>	04.DB.30
Sanrománite	1:1:29029:2	gcmin:sanromanite	<https://www.mindat.org/1:1:29029:2>	05.AC.30
Santabarbaraite	1:1:11436:3	gcmin:santabarbaraite	<https://www.mindat.org/1:1:11436:3>	08.CE.80
Santaclaraite	1:1:3524:4	gcmin:santaclaraite	<https://www.mindat.org/1:1:3524:4>	09.DK.10
Santafeite	1:1:3525:1	gcmin:santafeite	<https://www.mindat.org/1:1:3525:1>	08.DM.40
Santanaite	1:1:3526:8	gcmin:santanaite	<https://www.mindat.org/1:1:3526:8>	07.FB.10
Santarosaite	1:1:29030:8	gcmin:santarosaite	<https://www.mindat.org/1:1:29030:8>	06.BD.05
Santite	1:1:3527:5	gcmin:santite	<https://www.mindat.org/1:1:3527:5>	06.EA.10
Saponite	1:1:3528:2	gcmin:saponite	<https://www.mindat.org/1:1:3528:2>	09.EC.45
Sapphirine	1:1:3531:2	gcmin:sapphirine	<https://www.mindat.org/1:1:3531:2>	09.DH.45
Sarabauite	1:1:3532:9	gcmin:sarabauite	<https://www.mindat.org/1:1:3532:9>	02.MA.10
Saranchinaite	1:1:46677:0	gcmin:saranchinaite	<https://www.mindat.org/1:1:46677:0>	07.AC.45
Sarcolite	1:1:3533:6	gcmin:sarcolite	<https://www.mindat.org/1:1:3533:6>	09.EH.15
Sarcopside	1:1:3534:3	gcmin:sarcopside	<https://www.mindat.org/1:1:3534:3>	08.AB.15
Sardignaite	1:1:39005:1	gcmin:sardignaite	<https://www.mindat.org/1:1:39005:1>	04.DM.50
Sarkinite	1:1:3535:0	gcmin:sarkinite	<https://www.mindat.org/1:1:3535:0>	08.BB.15
Sarmientite	1:1:3536:7	gcmin:sarmientite	<https://www.mindat.org/1:1:3536:7>	08.DB.35
Sarrabusite	1:1:42800:8	gcmin:sarrabusite	<https://www.mindat.org/1:1:42800:8>	04.JG.55
Sartorite	1:1:3537:4	gcmin:sartorite	<https://www.mindat.org/1:1:3537:4>	02.HC.05a
Sarvodaite	1:1:470929:5	gcmin:sarvodaite	<https://www.mindat.org/1:1:470929:5>	07.CB
Saryarkite-(Y)	1:1:3538:1	gcmin:saryarkite-y	<https://www.mindat.org/1:1:3538:1>	08.DO.25
Sasaite	1:1:3539:8	gcmin:sasaite	<https://www.mindat.org/1:1:3539:8>	08.DB.55
Sassolite	1:1:3540:4	gcmin:sassolite	<https://www.mindat.org/1:1:3540:4>	06.AA.05
Satimolite	1:1:3541:1	gcmin:satimolite	<https://www.mindat.org/1:1:3541:1>	06.H.15
Satpaevite	1:1:3542:8	gcmin:satpaevite	<https://www.mindat.org/1:1:3542:8>	04.HG.65
Satterlyite	1:1:3543:5	gcmin:satterlyite	<https://www.mindat.org/1:1:3543:5>	08.BB.20
Sauconite	1:1:3544:2	gcmin:sauconite	<https://www.mindat.org/1:1:3544:2>	09.EC.45
Sayrite	1:1:3545:9	gcmin:sayrite	<https://www.mindat.org/1:1:3545:9>	04.GB.50
Sazhinite-(Ce)	1:1:3546:6	gcmin:sazhinite-ce	<https://www.mindat.org/1:1:3546:6>	09.EA.30
Sazhinite-(La)	1:1:27499:3	gcmin:sazhinite-la	<https://www.mindat.org/1:1:27499:3>	09.EA.30
Sazykinaite-(Y)	1:1:3547:3	gcmin:sazykinaite-y	<https://www.mindat.org/1:1:3547:3>	09.DM.10
Sbacchiite	1:1:52753:0	gcmin:sbacchiite	<https://www.mindat.org/1:1:52753:0>	03.CB.55
Sborgite	1:1:3548:0	gcmin:sborgite	<https://www.mindat.org/1:1:3548:0>	06.EA.05
Scacchite	1:1:3549:7	gcmin:scacchite	<https://www.mindat.org/1:1:3549:7>	03.AB.20
Scainiite	1:1:7016:0	gcmin:scainiite	<https://www.mindat.org/1:1:7016:0>	02.JB.35b
Scandiobabingtonite	1:1:7278:2	gcmin:scandiobabingtonite	<https://www.mindat.org/1:1:7278:2>	09.DK.05
Scarbroite	1:1:3551:0	gcmin:scarbroite	<https://www.mindat.org/1:1:3551:0>	05.DA.35
Scawtite	1:1:3552:7	gcmin:scawtite	<https://www.mindat.org/1:1:3552:7>	09.CK.15
Scenicite	1:1:55608:2	gcmin:scenicite	<https://www.mindat.org/1:1:55608:2>	07.EA
Schachnerite	1:1:3553:4	gcmin:schachnerite	<https://www.mindat.org/1:1:3553:4>	01.AD.15a
Schafarzikite	1:1:3554:1	gcmin:schafarzikite	<https://www.mindat.org/1:1:3554:1>	04.JA.20
Schäferite	1:1:7279:9	gcmin:schaferite	<https://www.mindat.org/1:1:7279:9>	08.AC.25
Schairerite	1:1:3555:8	gcmin:schairerite	<https://www.mindat.org/1:1:3555:8>	07.BD.10
Schallerite	1:1:3557:2	gcmin:schallerite	<https://www.mindat.org/1:1:3557:2>	09.EE.15
Schapbachite	1:1:3558:9	gcmin:schapbachite	<https://www.mindat.org/1:1:3558:9>	02.JA.15
Schaurteite	1:1:3559:6	gcmin:schaurteite	<https://www.mindat.org/1:1:3559:6>	07.DF.25
Scheelite	1:1:3560:2	gcmin:scheelite	<https://www.mindat.org/1:1:3560:2>	07.GA.05
Schertelite	1:1:3564:0	gcmin:schertelite	<https://www.mindat.org/1:1:3564:0>	08.CH.30
Scheuchzerite	1:1:27490:2	gcmin:scheuchzerite	<https://www.mindat.org/1:1:27490:2>	09.DM.35
Schiavinatoite	1:1:7110:5	gcmin:schiavinatoite	<https://www.mindat.org/1:1:7110:5>	06.AC.15
Schieffelinite	1:1:3566:4	gcmin:schieffelinite	<https://www.mindat.org/1:1:3566:4>	07.CD.55
Schindlerite	1:1:43584:0	gcmin:schindlerite	<https://www.mindat.org/1:1:43584:0>	04.HC.60
Schizolite	1:1:44010:7	gcmin:schizolite	<https://www.mindat.org/1:1:44010:7>	09.DG.05
Schlegelite	1:1:26667:5	gcmin:schlegelite	<https://www.mindat.org/1:1:26667:5>	08.BO.45
Schlemaite	1:1:25688:1	gcmin:schlemaite	<https://www.mindat.org/1:1:25688:1>	02.BE.25
Schlossmacherite	1:1:3568:8	gcmin:schlossmacherite	<https://www.mindat.org/1:1:3568:8>	07.BC.10
Schlüterite-(Y)	1:1:42788:7	gcmin:schluterite-y	<https://www.mindat.org/1:1:42788:7>	09.BE.97
Schmiederite	1:1:3569:5	gcmin:schmiederite	<https://www.mindat.org/1:1:3569:5>	07.BC.65
Schmitterite	1:1:3570:1	gcmin:schmitterite	<https://www.mindat.org/1:1:3570:1>	04.JK.70
Schneebergite	1:1:11378:0	gcmin:schneebergite	<https://www.mindat.org/1:1:11378:0>	08.CG.15
Schneiderhöhnite	1:1:3571:8	gcmin:schneiderhohnite	<https://www.mindat.org/1:1:3571:8>	04.JA.35
Schoderite	1:1:3572:5	gcmin:schoderite	<https://www.mindat.org/1:1:3572:5>	08.CE.70
Schoenfliesite	1:1:3573:2	gcmin:schoenfliesite	<https://www.mindat.org/1:1:3573:2>	04.FC.10
Schoepite	1:1:3574:9	gcmin:schoepite	<https://www.mindat.org/1:1:3574:9>	04.GA.05
Scholzite	1:1:3576:3	gcmin:scholzite	<https://www.mindat.org/1:1:3576:3>	08.CA.45
Schoonerite	1:1:3577:0	gcmin:schoonerite	<https://www.mindat.org/1:1:3577:0>	08.DB.15
Schorl	1:1:3578:7	gcmin:schorl	<https://www.mindat.org/1:1:3578:7>	09.CK.05
Schorlomite	1:1:3579:4	gcmin:schorlomite	<https://www.mindat.org/1:1:3579:4>	09.AD.25
Schreibersite	1:1:3582:4	gcmin:schreibersite	<https://www.mindat.org/1:1:3582:4>	01.BD.05
Schreyerite	1:1:3583:1	gcmin:schreyerite	<https://www.mindat.org/1:1:3583:1>	04.CB.35
Schröckingerite	1:1:3584:8	gcmin:schrockingerite	<https://www.mindat.org/1:1:3584:8>	05.EG.05
Schubnelite	1:1:3586:2	gcmin:schubnelite	<https://www.mindat.org/1:1:3586:2>	08.CB.35
Schuetteite	1:1:3587:9	gcmin:schuetteite	<https://www.mindat.org/1:1:3587:9>	07.BB.40
Schuilingite-(Nd)	1:1:3588:6	gcmin:schuilingite-nd	<https://www.mindat.org/1:1:3588:6>	05.DB.20
Schulenbergite	1:1:3589:3	gcmin:schulenbergite	<https://www.mindat.org/1:1:3589:3>	07.DD.80
Schüllerite	1:1:40293:0	gcmin:schullerite	<https://www.mindat.org/1:1:40293:0>	09.BE.25
Schultenite	1:1:3590:9	gcmin:schultenite	<https://www.mindat.org/1:1:3590:9>	08.AD.30
Schumacherite	1:1:3591:6	gcmin:schumacherite	<https://www.mindat.org/1:1:3591:6>	08.BO.10
Schwartzembergite	1:1:3592:3	gcmin:schwartzembergite	<https://www.mindat.org/1:1:3592:3>	04.KB.10
Schwertmannite	1:1:7281:2	gcmin:schwertmannite	<https://www.mindat.org/1:1:7281:2>	07.DE.15
Sclarite	1:1:3593:0	gcmin:sclarite	<https://www.mindat.org/1:1:3593:0>	05.BA.30
Scolecite	1:1:3594:7	gcmin:scolecite	<https://www.mindat.org/1:1:3594:7>	09.GA.05
Scorodite	1:1:3595:4	gcmin:scorodite	<https://www.mindat.org/1:1:3595:4>	08.CD.10
Scorzalite	1:1:3596:1	gcmin:scorzalite	<https://www.mindat.org/1:1:3596:1>	08.BB.40
Scotlandite	1:1:3597:8	gcmin:scotlandite	<https://www.mindat.org/1:1:3597:8>	04.JE.20
Scottyite	1:1:42861:9	gcmin:scottyite	<https://www.mindat.org/1:1:42861:9>	09.BC.40
Scrutinyite	1:1:3598:5	gcmin:scrutinyite	<https://www.mindat.org/1:1:3598:5>	04.DB.20
Seamanite	1:1:3599:2	gcmin:seamanite	<https://www.mindat.org/1:1:3599:2>	06.AC.65
Searlesite	1:1:3600:5	gcmin:searlesite	<https://www.mindat.org/1:1:3600:5>	09.EF.15
Sederholmite	1:1:3601:2	gcmin:sederholmite	<https://www.mindat.org/1:1:3601:2>	02.CC.05
Sedovite	1:1:3602:9	gcmin:sedovite	<https://www.mindat.org/1:1:3602:9>	07.HA.05
Seeligerite	1:1:3603:6	gcmin:seeligerite	<https://www.mindat.org/1:1:3603:6>	04.KB.15
Seelite	1:1:3604:3	gcmin:seelite	<https://www.mindat.org/1:1:3604:3>	04.JD.10
Segelerite	1:1:3605:0	gcmin:segelerite	<https://www.mindat.org/1:1:3605:0>	08.DH.20
Segnitite	1:1:3606:7	gcmin:segnitite	<https://www.mindat.org/1:1:3606:7>	08.BL.10
Seidite-(Ce)	1:1:7284:3	gcmin:seidite-ce	<https://www.mindat.org/1:1:7284:3>	09.DJ.20
Seidozerite	1:1:3607:4	gcmin:seidozerite	<https://www.mindat.org/1:1:3607:4>	09.BE.25
Seinäjokite	1:1:3608:1	gcmin:seinajokite	<https://www.mindat.org/1:1:3608:1>	02.EB.15b
Sejkoraite-(Y)	1:1:39439:4	gcmin:sejkoraite-y	<https://www.mindat.org/1:1:39439:4>	07.EC.15
Sekaninaite	1:1:3609:8	gcmin:sekaninaite	<https://www.mindat.org/1:1:3609:8>	09.CJ.10
Selenium	1:1:3611:1	gcmin:selenium	<https://www.mindat.org/1:1:3611:1>	01.CC.10
Selenojalpaite	1:1:27493:9	gcmin:selenojalpaite	<https://www.mindat.org/1:1:27493:9>	02.BA.45
Selenopolybasite	1:1:31645:7	gcmin:selenopolybasite	<https://www.mindat.org/1:1:31645:7>	02.GB.15
Selenostephanite	1:1:3612:8	gcmin:selenostephanite	<https://www.mindat.org/1:1:3612:8>	02.GB.10
Seligmannite	1:1:3613:5	gcmin:seligmannite	<https://www.mindat.org/1:1:3613:5>	02.GA.50
Sellaite	1:1:3614:2	gcmin:sellaite	<https://www.mindat.org/1:1:3614:2>	03.AB.15
Selwynite	1:1:7287:4	gcmin:selwynite	<https://www.mindat.org/1:1:7287:4>	08.CA.20
Semenovite-(Ce)	1:1:3615:9	gcmin:semenovite-ce	<https://www.mindat.org/1:1:3615:9>	09.DN.10
Semseyite	1:1:3616:6	gcmin:semseyite	<https://www.mindat.org/1:1:3616:6>	02.HC.10d
Senaite	1:1:3617:3	gcmin:senaite	<https://www.mindat.org/1:1:3617:3>	04.CC.40
Senarmontite	1:1:3618:0	gcmin:senarmontite	<https://www.mindat.org/1:1:3618:0>	04.CB.50
Senegalite	1:1:3619:7	gcmin:senegalite	<https://www.mindat.org/1:1:3619:7>	08.DE.05
Sengierite	1:1:3620:3	gcmin:sengierite	<https://www.mindat.org/1:1:3620:3>	04.HB.10
Senkevichite	1:1:27468:3	gcmin:senkevichite	<https://www.mindat.org/1:1:27468:3>	09.DG.75
Sepiolite	1:1:3621:0	gcmin:sepiolite	<https://www.mindat.org/1:1:3621:0>	09.EE.25
Serandite	1:1:3622:7	gcmin:serandite	<https://www.mindat.org/1:1:3622:7>	09.DG.05
Serendibite	1:1:3623:4	gcmin:serendibite	<https://www.mindat.org/1:1:3623:4>	09.DH.40
Sergeevite	1:1:3624:1	gcmin:sergeevite	<https://www.mindat.org/1:1:3624:1>	05.DB.25
Serpierite	1:1:3625:8	gcmin:serpierite	<https://www.mindat.org/1:1:3625:8>	07.DD.30
Serrabrancaite	1:1:7288:1	gcmin:serrabrancaite	<https://www.mindat.org/1:1:7288:1>	08.CB.05
Sewardite	1:1:11128:7	gcmin:sewardite	<https://www.mindat.org/1:1:11128:7>	08.BH.30
Shabaite-(Nd)	1:1:3626:5	gcmin:shabaite-nd	<https://www.mindat.org/1:1:3626:5>	05.EE.10
Shabynite	1:1:3627:2	gcmin:shabynite	<https://www.mindat.org/1:1:3627:2>	06.AB.55
Shadlunite	1:1:3628:9	gcmin:shadlunite	<https://www.mindat.org/1:1:3628:9>	02.BB.15
Shafranovskite	1:1:3629:6	gcmin:shafranovskite	<https://www.mindat.org/1:1:3629:6>	09.EE.65
Shakhovite	1:1:3630:2	gcmin:shakhovite	<https://www.mindat.org/1:1:3630:2>	04.FB.05
Shandite	1:1:3631:9	gcmin:shandite	<https://www.mindat.org/1:1:3631:9>	02.BE.15
Shannonite	1:1:3632:6	gcmin:shannonite	<https://www.mindat.org/1:1:3632:6>	05.BE.05
Sharpite	1:1:3633:3	gcmin:sharpite	<https://www.mindat.org/1:1:3633:3>	05.EA.35
Sharyginite	1:1:51845:3	gcmin:sharyginite	<https://www.mindat.org/1:1:51845:3>	04.AC.10
Shattuckite	1:1:3634:0	gcmin:shattuckite	<https://www.mindat.org/1:1:3634:0>	09.DB.40
Shcherbakovite	1:1:3635:7	gcmin:shcherbakovite	<https://www.mindat.org/1:1:3635:7>	09.DH.20
Shcherbinaite	1:1:3636:4	gcmin:shcherbinaite	<https://www.mindat.org/1:1:3636:4>	04.HE.10
Sheldrickite	1:1:7289:8	gcmin:sheldrickite	<https://www.mindat.org/1:1:7289:8>	05.DC.15
Shenzhuangite	1:1:51949:8	gcmin:shenzhuangite	<https://www.mindat.org/1:1:51949:8>	02.CB.07a
Sherwoodite	1:1:3637:1	gcmin:sherwoodite	<https://www.mindat.org/1:1:3637:1>	04.HC.15
Shibkovite	1:1:7290:4	gcmin:shibkovite	<https://www.mindat.org/1:1:7290:4>	09.CM.05
Shigaite	1:1:3638:8	gcmin:shigaite	<https://www.mindat.org/1:1:3638:8>	07.DD.35
Shimazakiite	1:1:41969:3	gcmin:shimazakiite	<https://www.mindat.org/1:1:41969:3>	06.BC.25
Shirokshinite	1:1:11435:4	gcmin:shirokshinite	<https://www.mindat.org/1:1:11435:4>	09.EC.20
Shirozulite	1:1:11466:4	gcmin:shirozulite	<https://www.mindat.org/1:1:11466:4>	09.EC.20
Shkatulkalite	1:1:7291:1	gcmin:shkatulkalite	<https://www.mindat.org/1:1:7291:1>	09.BE.50
